change_type,worksheet,cell,historical_formula,active_formula
ADDED,Project_NCF,AE14,,=(AD14+AC14+AB14+R14+Q14+P14+O14+I14+H14+G14+F14)*(A14<=Ec_IO!$D$22)
ADDED,Project_NCF,AE15,,=(AD15+AC15+AB15+R15+Q15+P15+O15+I15+H15+G15+F15)*(A15<=Ec_IO!$D$22)
ADDED,Project_NCF,AE16,,=(AD16+AC16+AB16+R16+Q16+P16+O16+I16+H16+G16+F16)*(A16<=Ec_IO!$D$22)
ADDED,Project_NCF,AE17,,=(AD17+AC17+AB17+R17+Q17+P17+O17+I17+H17+G17+F17)*(A17<=Ec_IO!$D$22)
ADDED,Project_NCF,AE18,,=(AD18+AC18+AB18+R18+Q18+P18+O18+I18+H18+G18+F18)*(A18<=Ec_IO!$D$22)
ADDED,Project_NCF,AE19,,=(AD19+AC19+AB19+R19+Q19+P19+O19+I19+H19+G19+F19)*(A19<=Ec_IO!$D$22)
ADDED,Project_NCF,AE20,,=(AD20+AC20+AB20+R20+Q20+P20+O20+I20+H20+G20+F20)*(A20<=Ec_IO!$D$22)
ADDED,Project_NCF,AE21,,=(AD21+AC21+AB21+R21+Q21+P21+O21+I21+H21+G21+F21)*(A21<=Ec_IO!$D$22)
ADDED,Project_NCF,AE22,,=(AD22+AC22+AB22+R22+Q22+P22+O22+I22+H22+G22+F22)*(A22<=Ec_IO!$D$22)
ADDED,Project_NCF,AE23,,=(AD23+AC23+AB23+R23+Q23+P23+O23+I23+H23+G23+F23)*(A23<=Ec_IO!$D$22)
ADDED,Project_NCF,AE24,,=(AD24+AC24+AB24+R24+Q24+P24+O24+I24+H24+G24+F24)*(A24<=Ec_IO!$D$22)
ADDED,Project_NCF,AE25,,=(AD25+AC25+AB25+R25+Q25+P25+O25+I25+H25+G25+F25)*(A25<=Ec_IO!$D$22)
ADDED,Project_NCF,AE26,,=(AD26+AC26+AB26+R26+Q26+P26+O26+I26+H26+G26+F26)*(A26<=Ec_IO!$D$22)
ADDED,Project_NCF,AE27,,=(AD27+AC27+AB27+R27+Q27+P27+O27+I27+H27+G27+F27)*(A27<=Ec_IO!$D$22)
ADDED,Project_NCF,AE28,,=(AD28+AC28+AB28+R28+Q28+P28+O28+I28+H28+G28+F28)*(A28<=Ec_IO!$D$22)
ADDED,Project_NCF,AE29,,=(AD29+AC29+AB29+R29+Q29+P29+O29+I29+H29+G29+F29)*(A29<=Ec_IO!$D$22)
ADDED,Project_NCF,AE30,,=(AD30+AC30+AB30+R30+Q30+P30+O30+I30+H30+G30+F30)*(A30<=Ec_IO!$D$22)
ADDED,Project_NCF,AE31,,=(AD31+AC31+AB31+R31+Q31+P31+O31+I31+H31+G31+F31)*(A31<=Ec_IO!$D$22)
ADDED,Project_NCF,AE32,,=(AD32+AC32+AB32+R32+Q32+P32+O32+I32+H32+G32+F32)*(A32<=Ec_IO!$D$22)
ADDED,Project_NCF,AE33,,=(AD33+AC33+AB33+R33+Q33+P33+O33+I33+H33+G33+F33)*(A33<=Ec_IO!$D$22)
ADDED,Project_NCF,AE34,,=(AD34+AC34+AB34+R34+Q34+P34+O34+I34+H34+G34+F34)*(A34<=Ec_IO!$D$22)
ADDED,Project_NCF,AE35,,=(AD35+AC35+AB35+R35+Q35+P35+O35+I35+H35+G35+F35)*(A35<=Ec_IO!$D$22)
ADDED,Project_NCF,AE36,,=(AD36+AC36+AB36+R36+Q36+P36+O36+I36+H36+G36+F36)*(A36<=Ec_IO!$D$22)
ADDED,Project_NCF,AE37,,=(AD37+AC37+AB37+R37+Q37+P37+O37+I37+H37+G37+F37)*(A37<=Ec_IO!$D$22)
ADDED,Project_NCF,AE38,,=(AD38+AC38+AB38+R38+Q38+P38+O38+I38+H38+G38+F38)*(A38<=Ec_IO!$D$22)
ADDED,Project_NCF,AE39,,=(AD39+AC39+AB39+R39+Q39+P39+O39+I39+H39+G39+F39)*(A39<=Ec_IO!$D$22)
ADDED,Project_NCF,AE40,,=(AD40+AC40+AB40+R40+Q40+P40+O40+I40+H40+G40+F40)*(A40<=Ec_IO!$D$22)
ADDED,Project_NCF,AE41,,=(AD41+AC41+AB41+R41+Q41+P41+O41+I41+H41+G41+F41)*(A41<=Ec_IO!$D$22)
ADDED,Project_NCF,AE42,,=(AD42+AC42+AB42+R42+Q42+P42+O42+I42+H42+G42+F42)*(A42<=Ec_IO!$D$22)
ADDED,Project_NCF,AE43,,=(AD43+AC43+AB43+R43+Q43+P43+O43+I43+H43+G43+F43)*(A43<=Ec_IO!$D$22)
ADDED,Project_NCF,AE44,,=(AD44+AC44+AB44+R44+Q44+P44+O44+I44+H44+G44+F44)*(A44<=Ec_IO!$D$22)
ADDED,Project_NCF,AE45,,=(AD45+AC45+AB45+R45+Q45+P45+O45+I45+H45+G45+F45)*(A45<=Ec_IO!$D$22)
ADDED,Project_NCF,AE46,,=(AD46+AC46+AB46+R46+Q46+P46+O46+I46+H46+G46+F46)*(A46<=Ec_IO!$D$22)
ADDED,Project_NCF,AE47,,=(AD47+AC47+AB47+R47+Q47+P47+O47+I47+H47+G47+F47)*(A47<=Ec_IO!$D$22)
ADDED,Project_NCF,AE48,,=(AD48+AC48+AB48+R48+Q48+P48+O48+I48+H48+G48+F48)*(A48<=Ec_IO!$D$22)
ADDED,Project_NCF,AE49,,=(AD49+AC49+AB49+R49+Q49+P49+O49+I49+H49+G49+F49)*(A49<=Ec_IO!$D$22)
ADDED,Project_NCF,AE5,,=(AD5+AC5+AB5+R5+Q5+P5+O5+I5+H5+G5+F5)*(A5<=Ec_IO!$D$22)
ADDED,Project_NCF,AE51,,=SUM(AE5:AE49)
ADDED,Project_NCF,AE6,,=(AD6+AC6+AB6+R6+Q6+P6+O6+I6+H6+G6+F6)*(A6<=Ec_IO!$D$22)
ADDED,Project_NCF,AE7,,=(AD7+AC7+AB7+R7+Q7+P7+O7+I7+H7+G7+F7)*(A7<=Ec_IO!$D$22)
ADDED,Project_NCF,AE8,,=(AD8+AC8+AB8+R8+Q8+P8+O8+I8+H8+G8+F8)*(A8<=Ec_IO!$D$22)
ADDED,Project_NCF,AE9,,=(AD9+AC9+AB9+R9+Q9+P9+O9+I9+H9+G9+F9)*(A9<=Ec_IO!$D$22)
ADDED,Project_NCF,AF10,,=(B10-AE10-W10-X10-E10-J10-FLGT!AO10-FLGT!AP10+FLGT!AN10-'Equity Dash'!L6)*(A10<=Ec_IO!$D$22)
ADDED,Project_NCF,AF11,,=(B11-AE11-W11-X11-E11-J11-FLGT!AO11-FLGT!AP11+FLGT!AN11-'Equity Dash'!L7)*(A11<=Ec_IO!$D$22)
ADDED,Project_NCF,AF12,,=(B12-AE12-W12-X12-E12-J12-FLGT!AO12-FLGT!AP12+FLGT!AN12-'Equity Dash'!L8)*(A12<=Ec_IO!$D$22)
ADDED,Project_NCF,AF13,,=(B13-AE13-W13-X13-E13-J13-FLGT!AO13-FLGT!AP13+FLGT!AN13-'Equity Dash'!L9)*(A13<=Ec_IO!$D$22)
ADDED,Project_NCF,AF14,,=(B14-AE14-W14-X14-E14-J14-FLGT!AO14-FLGT!AP14+FLGT!AN14-'Equity Dash'!L10)*(A14<=Ec_IO!$D$22)
ADDED,Project_NCF,AF15,,=(B15-AE15-W15-X15-E15-J15-FLGT!AO15-FLGT!AP15+FLGT!AN15-'Equity Dash'!L11)*(A15<=Ec_IO!$D$22)
ADDED,Project_NCF,AF16,,=(B16-AE16-W16-X16-E16-J16-FLGT!AO16-FLGT!AP16+FLGT!AN16-'Equity Dash'!L12)*(A16<=Ec_IO!$D$22)
ADDED,Project_NCF,AF17,,=(B17-AE17-W17-X17-E17-J17-FLGT!AO17-FLGT!AP17+FLGT!AN17-'Equity Dash'!L13)*(A17<=Ec_IO!$D$22)
ADDED,Project_NCF,AF18,,=(B18-AE18-W18-X18-E18-J18-FLGT!AO18-FLGT!AP18+FLGT!AN18-'Equity Dash'!L14)*(A18<=Ec_IO!$D$22)
ADDED,Project_NCF,AF19,,=(B19-AE19-W19-X19-E19-J19-FLGT!AO19-FLGT!AP19+FLGT!AN19-'Equity Dash'!L15)*(A19<=Ec_IO!$D$22)
ADDED,Project_NCF,AF20,,=(B20-AE20-W20-X20-E20-J20-FLGT!AO20-FLGT!AP20+FLGT!AN20-'Equity Dash'!L16)*(A20<=Ec_IO!$D$22)
ADDED,Project_NCF,AF21,,=(B21-AE21-W21-X21-E21-J21-FLGT!AO21-FLGT!AP21+FLGT!AN21-'Equity Dash'!L17)*(A21<=Ec_IO!$D$22)
ADDED,Project_NCF,AF22,,=(B22-AE22-W22-X22-E22-J22-FLGT!AO22-FLGT!AP22+FLGT!AN22-'Equity Dash'!L18)*(A22<=Ec_IO!$D$22)
ADDED,Project_NCF,AF23,,=(B23-AE23-W23-X23-E23-J23-FLGT!AO23-FLGT!AP23+FLGT!AN23-'Equity Dash'!L19)*(A23<=Ec_IO!$D$22)
ADDED,Project_NCF,AF24,,=(B24-AE24-W24-X24-E24-J24-FLGT!AO24-FLGT!AP24+FLGT!AN24-'Equity Dash'!L20)*(A24<=Ec_IO!$D$22)
ADDED,Project_NCF,AF25,,=(B25-AE25-W25-X25-E25-J25-FLGT!AO25-FLGT!AP25+FLGT!AN25-'Equity Dash'!L21)*(A25<=Ec_IO!$D$22)
ADDED,Project_NCF,AF26,,=(B26-AE26-W26-X26-E26-J26-FLGT!AO26-FLGT!AP26+FLGT!AN26-'Equity Dash'!L22)*(A26<=Ec_IO!$D$22)
ADDED,Project_NCF,AF27,,=(B27-AE27-W27-X27-E27-J27-FLGT!AO27-FLGT!AP27+FLGT!AN27-'Equity Dash'!L23)*(A27<=Ec_IO!$D$22)
ADDED,Project_NCF,AF28,,=(B28-AE28-W28-X28-E28-J28-FLGT!AO28-FLGT!AP28+FLGT!AN28-'Equity Dash'!L24)*(A28<=Ec_IO!$D$22)
ADDED,Project_NCF,AF29,,=(B29-AE29-W29-X29-E29-J29-FLGT!AO29-FLGT!AP29+FLGT!AN29-'Equity Dash'!L25)*(A29<=Ec_IO!$D$22)
ADDED,Project_NCF,AF30,,=(B30-AE30-W30-X30-E30-J30-FLGT!AO30-FLGT!AP30+FLGT!AN30-'Equity Dash'!L26)*(A30<=Ec_IO!$D$22)
ADDED,Project_NCF,AF31,,=(B31-AE31-W31-X31-E31-J31-FLGT!AO31-FLGT!AP31+FLGT!AN31-'Equity Dash'!L27)*(A31<=Ec_IO!$D$22)
ADDED,Project_NCF,AF32,,=(B32-AE32-W32-X32-E32-J32-FLGT!AO32-FLGT!AP32+FLGT!AN32-'Equity Dash'!L28)*(A32<=Ec_IO!$D$22)
ADDED,Project_NCF,AF33,,=(B33-AE33-W33-X33-E33-J33-FLGT!AO33-FLGT!AP33+FLGT!AN33-'Equity Dash'!L29)*(A33<=Ec_IO!$D$22)
ADDED,Project_NCF,AF34,,=(B34-AE34-W34-X34-E34-J34-FLGT!AO34-FLGT!AP34+FLGT!AN34-'Equity Dash'!L30)*(A34<=Ec_IO!$D$22)
ADDED,Project_NCF,AF35,,=(B35-AE35-W35-X35-E35-J35-FLGT!AO35-FLGT!AP35+FLGT!AN35-'Equity Dash'!L31)*(A35<=Ec_IO!$D$22)
ADDED,Project_NCF,AF36,,=(B36-AE36-W36-X36-E36-J36-FLGT!AO36-FLGT!AP36+FLGT!AN36-'Equity Dash'!L32)*(A36<=Ec_IO!$D$22)
ADDED,Project_NCF,AF37,,=(B37-AE37-W37-X37-E37-J37-FLGT!AO37-FLGT!AP37+FLGT!AN37-'Equity Dash'!L33)*(A37<=Ec_IO!$D$22)
ADDED,Project_NCF,AF38,,=(B38-AE38-W38-X38-E38-J38-FLGT!AO38-FLGT!AP38+FLGT!AN38-'Equity Dash'!L34)*(A38<=Ec_IO!$D$22)
ADDED,Project_NCF,AF39,,=(B39-AE39-W39-X39-E39-J39-FLGT!AO39-FLGT!AP39+FLGT!AN39-'Equity Dash'!L35)*(A39<=Ec_IO!$D$22)
ADDED,Project_NCF,AF40,,=(B40-AE40-W40-X40-E40-J40-FLGT!AO40-FLGT!AP40+FLGT!AN40-'Equity Dash'!L36)*(A40<=Ec_IO!$D$22)
ADDED,Project_NCF,AF41,,=(B41-AE41-W41-X41-E41-J41-FLGT!AO41-FLGT!AP41+FLGT!AN41-'Equity Dash'!L37)*(A41<=Ec_IO!$D$22)
ADDED,Project_NCF,AF42,,=(B42-AE42-W42-X42-E42-J42-FLGT!AO42-FLGT!AP42+FLGT!AN42-'Equity Dash'!L38)*(A42<=Ec_IO!$D$22)
ADDED,Project_NCF,AF43,,=(B43-AE43-W43-X43-E43-J43-FLGT!AO43-FLGT!AP43+FLGT!AN43-'Equity Dash'!L39)*(A43<=Ec_IO!$D$22)
ADDED,Project_NCF,AF44,,=(B44-AE44-W44-X44-E44-J44-FLGT!AO44-FLGT!AP44+FLGT!AN44-'Equity Dash'!L40)*(A44<=Ec_IO!$D$22)
ADDED,Project_NCF,AF45,,=(B45-AE45-W45-X45-E45-J45-FLGT!AO45-FLGT!AP45+FLGT!AN45-'Equity Dash'!L41)*(A45<=Ec_IO!$D$22)
ADDED,Project_NCF,AF46,,=(B46-AE46-W46-X46-E46-J46-FLGT!AO46-FLGT!AP46+FLGT!AN46-'Equity Dash'!L42)*(A46<=Ec_IO!$D$22)
ADDED,Project_NCF,AF47,,=(B47-AE47-W47-X47-E47-J47-FLGT!AO47-FLGT!AP47+FLGT!AN47-'Equity Dash'!L43)*(A47<=Ec_IO!$D$22)
ADDED,Project_NCF,AF48,,=(B48-AE48-W48-X48-E48-J48-FLGT!AO48-FLGT!AP48+FLGT!AN48-'Equity Dash'!L44)*(A48<=Ec_IO!$D$22)
ADDED,Project_NCF,AF49,,=(B49-AE49-W49-X49-E49-J49-FLGT!AO49-FLGT!AP49+FLGT!AN49-'Equity Dash'!L45)*(A49<=Ec_IO!$D$22)
ADDED,Project_NCF,AF5,,=(B5-AE5-W5-X5-E5-J5-FLGT!AO5-FLGT!AP5+FLGT!AN5-'Equity Dash'!L1)*(A5<=Ec_IO!$D$22)
ADDED,Project_NCF,AF51,,=SUM(AF5:AF49)
ADDED,Project_NCF,AF6,,=(B6-AE6-W6-X6-E6-J6-FLGT!AO6-FLGT!AP6+FLGT!AN6-'Equity Dash'!L2)*(A6<=Ec_IO!$D$22)
ADDED,Project_NCF,AF7,,=(B7-AE7-W7-X7-E7-J7-FLGT!AO7-FLGT!AP7+FLGT!AN7-'Equity Dash'!L3)*(A7<=Ec_IO!$D$22)
ADDED,Project_NCF,AF8,,=(B8-AE8-W8-X8-E8-J8-FLGT!AO8-FLGT!AP8+FLGT!AN8-'Equity Dash'!L4)*(A8<=Ec_IO!$D$22)
ADDED,Project_NCF,AF9,,=(B9-AE9-W9-X9-E9-J9-FLGT!AO9-FLGT!AP9+FLGT!AN9-'Equity Dash'!L5)*(A9<=Ec_IO!$D$22)
ADDED,Project_NCF,AG10,,=(AE10/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A10-Ec_IO!$C$5))*(A10<=Ec_IO!$D$22)
ADDED,Project_NCF,AG11,,=(AE11/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A11-Ec_IO!$C$5))*(A11<=Ec_IO!$D$22)
ADDED,Project_NCF,AG12,,=(AE12/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A12-Ec_IO!$C$5))*(A12<=Ec_IO!$D$22)
ADDED,Project_NCF,AG13,,=(AE13/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A13-Ec_IO!$C$5))*(A13<=Ec_IO!$D$22)
ADDED,Project_NCF,AG14,,=(AE14/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A14-Ec_IO!$C$5))*(A14<=Ec_IO!$D$22)
ADDED,Project_NCF,AG15,,=(AE15/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A15-Ec_IO!$C$5))*(A15<=Ec_IO!$D$22)
ADDED,Project_NCF,AG16,,=(AE16/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A16-Ec_IO!$C$5))*(A16<=Ec_IO!$D$22)
ADDED,Project_NCF,AG17,,=(AE17/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A17-Ec_IO!$C$5))*(A17<=Ec_IO!$D$22)
ADDED,Project_NCF,AG18,,=(AE18/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A18-Ec_IO!$C$5))*(A18<=Ec_IO!$D$22)
ADDED,Project_NCF,AG19,,=(AE19/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A19-Ec_IO!$C$5))*(A19<=Ec_IO!$D$22)
ADDED,Project_NCF,AG20,,=(AE20/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A20-Ec_IO!$C$5))*(A20<=Ec_IO!$D$22)
ADDED,Project_NCF,AG21,,=(AE21/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A21-Ec_IO!$C$5))*(A21<=Ec_IO!$D$22)
ADDED,Project_NCF,AG22,,=(AE22/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A22-Ec_IO!$C$5))*(A22<=Ec_IO!$D$22)
ADDED,Project_NCF,AG23,,=(AE23/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A23-Ec_IO!$C$5))*(A23<=Ec_IO!$D$22)
ADDED,Project_NCF,AG24,,=(AE24/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A24-Ec_IO!$C$5))*(A24<=Ec_IO!$D$22)
ADDED,Project_NCF,AG25,,=(AE25/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A25-Ec_IO!$C$5))*(A25<=Ec_IO!$D$22)
ADDED,Project_NCF,AG26,,=(AE26/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A26-Ec_IO!$C$5))*(A26<=Ec_IO!$D$22)
ADDED,Project_NCF,AG27,,=(AE27/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A27-Ec_IO!$C$5))*(A27<=Ec_IO!$D$22)
ADDED,Project_NCF,AG28,,=(AE28/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A28-Ec_IO!$C$5))*(A28<=Ec_IO!$D$22)
ADDED,Project_NCF,AG29,,=(AE29/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A29-Ec_IO!$C$5))*(A29<=Ec_IO!$D$22)
ADDED,Project_NCF,AG30,,=(AE30/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A30-Ec_IO!$C$5))*(A30<=Ec_IO!$D$22)
ADDED,Project_NCF,AG31,,=(AE31/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A31-Ec_IO!$C$5))*(A31<=Ec_IO!$D$22)
ADDED,Project_NCF,AG32,,=(AE32/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A32-Ec_IO!$C$5))*(A32<=Ec_IO!$D$22)
ADDED,Project_NCF,AG33,,=(AE33/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A33-Ec_IO!$C$5))*(A33<=Ec_IO!$D$22)
ADDED,Project_NCF,AG34,,=(AE34/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A34-Ec_IO!$C$5))*(A34<=Ec_IO!$D$22)
ADDED,Project_NCF,AG35,,=(AE35/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A35-Ec_IO!$C$5))*(A35<=Ec_IO!$D$22)
ADDED,Project_NCF,AG36,,=(AE36/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A36-Ec_IO!$C$5))*(A36<=Ec_IO!$D$22)
ADDED,Project_NCF,AG37,,=(AE37/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A37-Ec_IO!$C$5))*(A37<=Ec_IO!$D$22)
ADDED,Project_NCF,AG38,,=(AE38/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A38-Ec_IO!$C$5))*(A38<=Ec_IO!$D$22)
ADDED,Project_NCF,AG39,,=(AE39/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A39-Ec_IO!$C$5))*(A39<=Ec_IO!$D$22)
ADDED,Project_NCF,AG40,,=(AE40/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A40-Ec_IO!$C$5))*(A40<=Ec_IO!$D$22)
ADDED,Project_NCF,AG41,,=(AE41/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A41-Ec_IO!$C$5))*(A41<=Ec_IO!$D$22)
ADDED,Project_NCF,AG42,,=(AE42/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A42-Ec_IO!$C$5))*(A42<=Ec_IO!$D$22)
ADDED,Project_NCF,AG43,,=(AE43/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A43-Ec_IO!$C$5))*(A43<=Ec_IO!$D$22)
ADDED,Project_NCF,AG44,,=(AE44/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A44-Ec_IO!$C$5))*(A44<=Ec_IO!$D$22)
ADDED,Project_NCF,AG45,,=(AE45/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A45-Ec_IO!$C$5))*(A45<=Ec_IO!$D$22)
ADDED,Project_NCF,AG46,,=(AE46/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A46-Ec_IO!$C$5))*(A46<=Ec_IO!$D$22)
ADDED,Project_NCF,AG47,,=(AE47/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A47-Ec_IO!$C$5))*(A47<=Ec_IO!$D$22)
ADDED,Project_NCF,AG48,,=(AE48/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A48-Ec_IO!$C$5))*(A48<=Ec_IO!$D$22)
ADDED,Project_NCF,AG49,,=(AE49/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A49-Ec_IO!$C$5))*(A49<=Ec_IO!$D$22)
ADDED,Project_NCF,AG5,,=(AE5/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A5-Ec_IO!$C$5))*(A5<=Ec_IO!$D$22)
ADDED,Project_NCF,AG51,,=SUM(AG5:AG49)
ADDED,Project_NCF,AG58,,=IRR(AF5:AF49)
ADDED,Project_NCF,AG6,,=(AE6/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A6-Ec_IO!$C$5))*(A6<=Ec_IO!$D$22)
ADDED,Project_NCF,AG7,,=(AE7/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A7-Ec_IO!$C$5))*(A7<=Ec_IO!$D$22)
ADDED,Project_NCF,AG8,,=(AE8/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A8-Ec_IO!$C$5))*(A8<=Ec_IO!$D$22)
ADDED,Project_NCF,AG9,,=(AE9/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A9-Ec_IO!$C$5))*(A9<=Ec_IO!$D$22)
ADDED,Project_NCF,AH10,,=(AF10/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A10-Ec_IO!$C$5))*(A10<=Ec_IO!$D$22)
ADDED,Project_NCF,AH11,,=(AF11/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A11-Ec_IO!$C$5))*(A11<=Ec_IO!$D$22)
ADDED,Project_NCF,AH12,,=(AF12/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A12-Ec_IO!$C$5))*(A12<=Ec_IO!$D$22)
ADDED,Project_NCF,AH13,,=(AF13/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A13-Ec_IO!$C$5))*(A13<=Ec_IO!$D$22)
ADDED,Project_NCF,AH14,,=(AF14/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A14-Ec_IO!$C$5))*(A14<=Ec_IO!$D$22)
ADDED,Project_NCF,AH15,,=(AF15/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A15-Ec_IO!$C$5))*(A15<=Ec_IO!$D$22)
ADDED,Project_NCF,AH16,,=(AF16/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A16-Ec_IO!$C$5))*(A16<=Ec_IO!$D$22)
ADDED,Project_NCF,AH17,,=(AF17/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A17-Ec_IO!$C$5))*(A17<=Ec_IO!$D$22)
ADDED,Project_NCF,AH18,,=(AF18/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A18-Ec_IO!$C$5))*(A18<=Ec_IO!$D$22)
ADDED,Project_NCF,AH19,,=(AF19/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A19-Ec_IO!$C$5))*(A19<=Ec_IO!$D$22)
ADDED,Project_NCF,AH20,,=(AF20/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A20-Ec_IO!$C$5))*(A20<=Ec_IO!$D$22)
ADDED,Project_NCF,AH21,,=(AF21/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A21-Ec_IO!$C$5))*(A21<=Ec_IO!$D$22)
ADDED,Project_NCF,AH22,,=(AF22/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A22-Ec_IO!$C$5))*(A22<=Ec_IO!$D$22)
ADDED,Project_NCF,AH23,,=(AF23/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A23-Ec_IO!$C$5))*(A23<=Ec_IO!$D$22)
ADDED,Project_NCF,AH24,,=(AF24/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A24-Ec_IO!$C$5))*(A24<=Ec_IO!$D$22)
ADDED,Project_NCF,AH25,,=(AF25/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A25-Ec_IO!$C$5))*(A25<=Ec_IO!$D$22)
ADDED,Project_NCF,AH26,,=(AF26/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A26-Ec_IO!$C$5))*(A26<=Ec_IO!$D$22)
ADDED,Project_NCF,AH27,,=(AF27/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A27-Ec_IO!$C$5))*(A27<=Ec_IO!$D$22)
ADDED,Project_NCF,AH28,,=(AF28/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A28-Ec_IO!$C$5))*(A28<=Ec_IO!$D$22)
ADDED,Project_NCF,AH29,,=(AF29/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A29-Ec_IO!$C$5))*(A29<=Ec_IO!$D$22)
ADDED,Project_NCF,AH30,,=(AF30/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A30-Ec_IO!$C$5))*(A30<=Ec_IO!$D$22)
ADDED,Project_NCF,AH31,,=(AF31/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A31-Ec_IO!$C$5))*(A31<=Ec_IO!$D$22)
ADDED,Project_NCF,AH32,,=(AF32/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A32-Ec_IO!$C$5))*(A32<=Ec_IO!$D$22)
ADDED,Project_NCF,AH33,,=(AF33/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A33-Ec_IO!$C$5))*(A33<=Ec_IO!$D$22)
ADDED,Project_NCF,AH34,,=(AF34/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A34-Ec_IO!$C$5))*(A34<=Ec_IO!$D$22)
ADDED,Project_NCF,AH35,,=(AF35/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A35-Ec_IO!$C$5))*(A35<=Ec_IO!$D$22)
ADDED,Project_NCF,AH36,,=(AF36/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A36-Ec_IO!$C$5))*(A36<=Ec_IO!$D$22)
ADDED,Project_NCF,AH37,,=(AF37/(1+Ec_IO!$C$15*(100%+Analysis!$N$14))^(A37-Ec_IO!$C$5))*(A37<=Ec_IO!$D$22)
